Country;Video;Frame;Num_Groups;Groups
Germany - DE;DE-02;337;1;[4  5  7]
Germany - DE;DE-02;338;1;[4  5  7]
Germany - DE;DE-02;339;1;[4  5  7]
Germany - DE;DE-02;340;1;[4  5  7]
Germany - DE;DE-02;341;1;[4  5  7]
Germany - DE;DE-02;342;1;[4  5  7]
Germany - DE;DE-02;343;1;[4  5  7]
Germany - DE;DE-02;344;1;[4  5  7]
Germany - DE;DE-02;345;1;[4  5  7]
Germany - DE;DE-02;346;1;[4  5  7]
Germany - DE;DE-02;347;1;[4  5  7]
Germany - DE;DE-02;348;1;[4  5  7]
Germany - DE;DE-02;349;1;[4  5  7]
Germany - DE;DE-02;350;1;[4  5  7]
Germany - DE;DE-02;351;1;[4  5  7]
Germany - DE;DE-02;352;1;[4  5  7]
Germany - DE;DE-02;353;1;[4  5  7]
Germany - DE;DE-02;354;1;[4  5  7]
Germany - DE;DE-02;355;1;[4  5  7]
Germany - DE;DE-02;356;1;[4  5  7]
Germany - DE;DE-02;357;1;[4  5  7]
Germany - DE;DE-02;358;1;[4  5  7]
Germany - DE;DE-02;359;1;[4  5  7]
Germany - DE;DE-02;360;1;[4  5  7]
Germany - DE;DE-02;361;1;[4  5  7]
Germany - DE;DE-02;362;1;[4  5  7]
Germany - DE;DE-02;363;1;[4  5  7]
Germany - DE;DE-02;364;1;[4  5  7]
Germany - DE;DE-02;365;1;[4  5  7]
Germany - DE;DE-02;366;1;[4  5  7]
Germany - DE;DE-02;367;1;[4  5  7]
Germany - DE;DE-02;368;1;[4  5  7]
Germany - DE;DE-02;369;1;[4  5  7]
Germany - DE;DE-02;370;1;[4  5  7]
Germany - DE;DE-02;371;1;[4  5  7]
Germany - DE;DE-02;372;1;[4  5  7]
Germany - DE;DE-02;373;1;[4  5  7]
Germany - DE;DE-02;374;1;[4  5  7]
Germany - DE;DE-02;375;1;[4  5  7]
Germany - DE;DE-02;376;1;[4  5  7]
Germany - DE;DE-02;377;1;[4  5  7]
Germany - DE;DE-02;378;1;[4  5  7]
Germany - DE;DE-02;379;1;[4  5  7]
Germany - DE;DE-02;380;1;[4  5  7]
Germany - DE;DE-02;381;1;[4  5  7]
Germany - DE;DE-02;382;1;[]
